	Microbiome	Metabolite	Correlation	P_value	Site
191	Gut_Haemophilus	Phenylalanylphenylalanine	-0.478288017	1.09E-05	Gut
192	Gut_Unclassified_Bacteroidaceae	Phenylalanylphenylalanine	-0.341158841	0.002394662	Gut
193	Gut_Schaalia	Phenylalanylphenylalanine	-0.447210684	4.55E-05	Gut
194	Gut_Terrisporobacter	Phenylalanylphenylalanine	-0.442872917	5.50E-05	Gut
195	Gut_Unclassified_Candidatus_Saccharibacteria	Phenylalanylphenylalanine	-0.423497555	0.000124219	Gut
196	Gut_Cloacibacillus	Phenylalanylphenylalanine	0.361982504	0.001216938	Gut
197	Gut_Faecalimonas	Phenylalanylphenylalanine	-0.342762501	0.002276668	Gut
198	Gut_Catabacter	Phenylalanylphenylalanine	0.325043378	0.003922171	Gut
199	Gut_Unclassified_Enterobacteriaceae	Phenylalanylphenylalanine	0.453286538	3.48E-05	Gut
200	Gut_Longibaculum	Phenylalanylphenylalanine	-0.348969116	0.001867613	Gut
201	Gut_Unclassified_Peptococcaceae_1	Phenylalanylphenylalanine	0.356882308	0.001442446	Gut
1356	Oral_Cutibacterium	Phenylalanylphenylalanine	-0.363466697	0.000628263	Oral
1357	Oral_Bifidobacterium	Phenylalanylphenylalanine	-0.338021976	0.001556447	Oral
1358	Oral_Delftia	Phenylalanylphenylalanine	0.370881376	0.000475438	Oral
1359	Oral_Unclassified_Bacillaceae_1	Phenylalanylphenylalanine	-0.350900679	0.000992635	Oral
1360	Oral_Unclassified_Flavobacteriaceae	Phenylalanylphenylalanine	0.325436415	0.002372554	Oral
1361	Oral_Rhizobium	Phenylalanylphenylalanine	0.376040649	0.000390078	Oral
1362	Oral_Bosea	Phenylalanylphenylalanine	-0.383568337	0.000290527	Oral
1363	Oral_Shuttleworthia	Phenylalanylphenylalanine	0.374000264	0.000421997	Oral
1760	Skin_Phocaeicola	Phenylalanylphenylalanine	0.3294151	0.002214945	Skin
1761	Skin_Unclassified_Pasteurellaceae	Phenylalanylphenylalanine	-0.343942209	0.001358253	Skin
1762	Skin_Ruminococcus	Phenylalanylphenylalanine	-0.302026435	0.005235674	Skin
1763	Skin_Faecalibacterium	Phenylalanylphenylalanine	-0.336883669	0.001727587	Skin
1764	Skin_Roseburia	Phenylalanylphenylalanine	-0.314025656	0.003626616	Skin
1765	Skin_Fusicatenibacter	Phenylalanylphenylalanine	-0.35239802	0.001010729	Skin
1766	Skin_Collinsella	Phenylalanylphenylalanine	0.315726594	0.003438509	Skin
1767	Skin_Bifidobacterium	Phenylalanylphenylalanine	0.422885723	6.14E-05	Skin
1768	Skin_Ruminococcus2	Phenylalanylphenylalanine	-0.368232948	0.000568364	Skin
1769	Skin_Unclassified_Clostridia	Phenylalanylphenylalanine	-0.357792638	0.000833476	Skin
1770	Skin_Alistipes	Phenylalanylphenylalanine	-0.302888558	0.00510187	Skin
1771	Skin_Lactococcus	Phenylalanylphenylalanine	-0.301063076	0.005388863	Skin
1772	Skin_Pelomonas	Phenylalanylphenylalanine	0.30788701	0.004384213	Skin
1773	Skin_Enterococcus	Phenylalanylphenylalanine	-0.352438518	0.001009279	Skin
1774	Skin_Dietzia	Phenylalanylphenylalanine	-0.39612431	0.000191525	Skin
1775	Skin_Anoxybacillus	Phenylalanylphenylalanine	0.322712592	0.002754071	Skin
1776	Skin_Psychrobacter	Phenylalanylphenylalanine	0.397655135	0.000179914	Skin
1777	Skin_Lacticaseibacillus	Phenylalanylphenylalanine	0.408942032	0.000112385	Skin
1778	Skin_Latilactobacillus	Phenylalanylphenylalanine	-0.347575175	0.001197485	Skin
1779	Skin_Unclassified_Actinobacteria	Phenylalanylphenylalanine	-0.459208262	1.11E-05	Skin
1780	Skin_Leuconostoc	Phenylalanylphenylalanine	-0.308619101	0.004287015	Skin
1781	Skin_Comamonas	Phenylalanylphenylalanine	0.454543154	1.40E-05	Skin
1782	Skin_Microvirga	Phenylalanylphenylalanine	0.318833243	0.003117317	Skin
2423	Nasal_Agathobacter	Phenylalanylphenylalanine	-0.422166874	6.34E-05	Nasal
2424	Nasal_Ruminococcus	Phenylalanylphenylalanine	0.353704097	0.000964926	Nasal
2425	Nasal_Unclassified_Lachnospiraceae	Phenylalanylphenylalanine	-0.335702498	0.001797568	Nasal
2426	Nasal_Akkermansia	Phenylalanylphenylalanine	-0.464953579	8.36E-06	Nasal
2427	Nasal_Subdoligranulum	Phenylalanylphenylalanine	-0.411341558	0.000101465	Nasal
2428	Nasal_Paraprevotella	Phenylalanylphenylalanine	-0.406149703	0.000126458	Nasal
2429	Nasal_Faecalibacillus	Phenylalanylphenylalanine	-0.374176108	0.000454422	Nasal
2430	Nasal_Unclassified_Ruminococcaceae	Phenylalanylphenylalanine	-0.40428677	0.000136735	Nasal
2431	Nasal_Blautia	Phenylalanylphenylalanine	-0.311221132	0.003956888	Nasal
2432	Nasal_Fusicatenibacter	Phenylalanylphenylalanine	-0.437331362	3.19E-05	Nasal
2433	Nasal_Ruminococcus2	Phenylalanylphenylalanine	-0.429719851	4.52E-05	Nasal
2434	Nasal_Coprococcus	Phenylalanylphenylalanine	-0.424880276	5.62E-05	Nasal
2435	Nasal_Romboutsia	Phenylalanylphenylalanine	-0.485081351	2.92E-06	Nasal
2436	Nasal_Mediterraneibacter	Phenylalanylphenylalanine	-0.39113289	0.000234355	Nasal
2437	Nasal_Dorea	Phenylalanylphenylalanine	-0.438305541	3.05E-05	Nasal
2438	Nasal_Dialister	Phenylalanylphenylalanine	-0.302917399	0.005097446	Nasal
2439	Nasal_Holdemanella	Phenylalanylphenylalanine	-0.476523623	4.60E-06	Nasal
2440	Nasal_Ralstonia	Phenylalanylphenylalanine	-0.418845994	7.33E-05	Nasal
2441	Nasal_Brochothrix	Phenylalanylphenylalanine	0.536737235	1.42E-07	Nasal
2442	Nasal_Sphingomonas	Phenylalanylphenylalanine	-0.350180725	0.001093029	Nasal
2443	Nasal_Deinococcus	Phenylalanylphenylalanine	-0.387905112	0.000266575	Nasal
2444	Nasal_Arachnia	Phenylalanylphenylalanine	0.384867722	0.000300568	Nasal
2445	Nasal_Novosphingobium	Phenylalanylphenylalanine	0.341522434	0.00147592	Nasal
222	Gut_Odoribacter	Phenylalanyltryptophan	-0.355065987	0.001531449	Gut
223	Gut_Hydrogeniiclostridium	Phenylalanyltryptophan	0.30127767	0.007753242	Gut
1371	Oral_Filifactor	Phenylalanyltryptophan	-0.328797776	0.002123544	Oral
1372	Oral_Anaeroglobus	Phenylalanyltryptophan	-0.465577807	7.13E-06	Oral
1791	Skin_Parvimonas	Phenylalanyltryptophan	-0.322830819	0.002743623	Skin
1792	Skin_Treponema	Phenylalanyltryptophan	-0.355443735	0.000906849	Skin
1793	Skin_Aquabacterium	Phenylalanyltryptophan	0.364900096	0.00064315	Skin
1794	Skin_Conchiformibius	Phenylalanyltryptophan	0.327997651	0.002320316	Skin
2452	Nasal_Novosphingobium	Phenylalanyltryptophan	0.31551238	0.003461709	Nasal
2453	Nasal_Conchiformibius	Phenylalanyltryptophan	0.331954703	0.002036866	Nasal
2454	Nasal_Eremococcus	Phenylalanyltryptophan	-0.367098989	0.000592867	Nasal
2852	Nasal_Corynebacterium	Phenylalanyltryptophan	-0.316796598	0.003324691	Nasal
310	Gut_Parabacteroides	Phenyllactic acid	-0.360718229	0.001269647	Gut
780	Gut_Subdoligranulum	Phenylphosphonic acid	0.312056365	0.00572992	Gut
2072	Skin_Gemella	Phenylphosphonic acid	0.321636124	0.002850856	Skin
2073	Skin_Capnocytophaga	Phenylphosphonic acid	0.30703655	0.004499583	Skin
2074	Skin_Parvimonas	Phenylphosphonic acid	0.305740609	0.00468058	Skin
2699	Nasal_Dermacoccus	Phenylphosphonic acid	-0.391053873	0.000235099	Nasal
267	Gut_Faecalibacillus	Phosphate	0.318891635	0.004703125	Gut
268	Gut_Erysipelatoclostridium	Phosphate	-0.336216415	0.002793593	Gut
1055	Gut_Faecalibacterium	Phosphate	-0.310400126	0.006006729	Gut
1056	Gut_Sutterella	Phosphate	0.302081485	0.00758319	Gut
1057	Gut_Unclassified_Peptococcaceae_1	Phosphate	-0.306997654	0.006612673	Gut
1642	Oral_Oribacterium	Phosphate	-0.317998827	0.003019071	Oral
2869	Nasal_Elizabethkingia	Phosphate	-0.329565301	0.002204036	Nasal
74	Gut_Phocaeicola	Phosphorylcholine	-0.349913245	0.001811554	Gut
75	Gut_Oscillibacter	Phosphorylcholine	0.382407067	0.000598795	Gut
76	Gut_Unclassified_Clostridiales	Phosphorylcholine	0.313397129	0.005514155	Gut
77	Gut_Unclassified_Ruminococcaceae	Phosphorylcholine	0.377964141	0.000701431	Gut
78	Gut_Faecalimonas	Phosphorylcholine	-0.318129239	0.004808934	Gut
79	Gut_Unclassified_Eggerthellaceae	Phosphorylcholine	0.303775172	0.007235568	Gut
1158	Gut_Anaerotignum	p-Hydroxymandelic acid	-0.328014091	0.003588141	Gut
1667	Oral_Unclassified_Weeksellaceae	p-Hydroxymandelic acid	-0.335684972	0.001685418	Oral
381	Gut_Phocaeicola	p-Hydroxyphenylacetic acid	-0.476260582	1.20E-05	Gut
382	Gut_Alistipes	p-Hydroxyphenylacetic acid	0.44955045	4.11E-05	Gut
383	Gut_Clostridium_IV	p-Hydroxyphenylacetic acid	0.31968032	0.004595846	Gut
384	Gut_Parabacteroides	p-Hydroxyphenylacetic acid	0.339029392	0.002559812	Gut
385	Gut_Subdoligranulum	p-Hydroxyphenylacetic acid	0.316946212	0.0049773	Gut
386	Gut_Oscillibacter	p-Hydroxyphenylacetic acid	0.543772017	3.21E-07	Gut
387	Gut_Roseburia	p-Hydroxyphenylacetic acid	-0.439875914	6.26E-05	Gut
388	Gut_Unclassified_Clostridiales	p-Hydroxyphenylacetic acid	0.44426626	5.18E-05	Gut
389	Gut_Unclassified_Ruminococcaceae	p-Hydroxyphenylacetic acid	0.413980756	0.000182101	Gut
390	Gut_Unclassified_Erysipelotrichaceae	p-Hydroxyphenylacetic acid	0.345628056	0.00207875	Gut
391	Gut_Dysosmobacter	p-Hydroxyphenylacetic acid	0.389662969	0.000460232	Gut
392	Gut_Neglecta	p-Hydroxyphenylacetic acid	0.347047689	0.001986547	Gut
393	Gut_Odoribacter	p-Hydroxyphenylacetic acid	0.423287239	0.000125289	Gut
394	Gut_Eisenbergiella	p-Hydroxyphenylacetic acid	0.414953468	0.000175209	Gut
395	Gut_Beduinibacterium	p-Hydroxyphenylacetic acid	0.439718177	6.30E-05	Gut
396	Gut_Negativibacillus	p-Hydroxyphenylacetic acid	0.41534781	0.000172485	Gut
397	Gut_Butyricimonas	p-Hydroxyphenylacetic acid	0.385220043	0.000541099	Gut
398	Gut_Anaerotruncus	p-Hydroxyphenylacetic acid	0.384089595	0.000563646	Gut
399	Gut_Intestinimonas	p-Hydroxyphenylacetic acid	0.339712919	0.002505722	Gut
400	Gut_Ihubacter	p-Hydroxyphenylacetic acid	0.396997739	0.000350547	Gut
401	Gut_Frisingicoccus	p-Hydroxyphenylacetic acid	0.406830012	0.000240947	Gut
402	Gut_Catabacter	p-Hydroxyphenylacetic acid	0.428045639	0.000103047	Gut
403	Gut_Acutalibacter	p-Hydroxyphenylacetic acid	0.302250381	0.007547878	Gut
404	Gut_Harryflintia	p-Hydroxyphenylacetic acid	0.316672253	0.005017026	Gut
2493	Nasal_Lancefieldella	p-Hydroxyphenylacetic acid	0.306228137	0.004611744	Nasal
1369	Oral_Kingella	Phytosphingosine	-0.399073671	0.000154792	Oral
920	Gut_Phascolarctobacterium	Pinocembrin	0.370340186	0.000915486	Gut
1602	Oral_Catonella	Pinocembrin	-0.376490131	0.000383351	Oral
2784	Nasal_Corynebacterium	Pinocembrin	0.337450643	0.001694877	Nasal
613	Gut_Unclassified_Alphaproteobacteria	Piperidine	0.334060676	0.002985492	Gut
614	Gut_Akkermansia	Piperidine	0.30969031	0.00612893	Gut
615	Gut_Klebsiella	Piperidine	-0.552622066	1.88E-07	Gut
616	Gut_Paraprevotella	Piperidine	0.453010496	3.52E-05	Gut
617	Gut_Unclassified_Bacteroidales	Piperidine	0.33229928	0.003150944	Gut
618	Gut_Butyrivibrio	Piperidine	0.320153531	0.004532525	Gut
619	Gut_Ruthenibacterium	Piperidine	-0.364714233	0.001109752	Gut
620	Gut_Romboutsia	Piperidine	0.342473316	0.002297552	Gut
621	Gut_Collinsella	Piperidine	-0.360744519	0.00126853	Gut
622	Gut_Fusobacterium	Piperidine	-0.468284796	1.75E-05	Gut
623	Gut_Odoribacter	Piperidine	-0.370760818	0.000902283	Gut
624	Gut_Veillonella	Piperidine	0.322467007	0.004233972	Gut
625	Gut_Unclassified_Burkholderiales	Piperidine	0.378857984	0.000679579	Gut
626	Gut_Intestinibacter	Piperidine	0.396997739	0.000350547	Gut
627	Gut_Porphyromonas	Piperidine	0.483953441	8.23E-06	Gut
628	Gut_Escherichia/Shigella	Piperidine	-0.568737636	6.81E-08	Gut
629	Gut_Turicibacter	Piperidine	0.48475209	7.91E-06	Gut
630	Gut_Holdemanella	Piperidine	0.370103581	0.000922989	Gut
631	Gut_Citrobacter	Piperidine	-0.312871339	0.005597897	Gut
632	Gut_Agathobaculum	Piperidine	0.337110258	0.002717317	Gut
633	Gut_Haemophilus	Piperidine	0.424854257	0.000117517	Gut
634	Gut_Mediterranea	Piperidine	0.648325359	1.83E-10	Gut
635	Gut_Raoultibacter	Piperidine	0.45583364	3.10E-05	Gut
636	Gut_Terrisporobacter	Piperidine	0.312713602	0.005623238	Gut
637	Gut_Enterococcus	Piperidine	-0.429507529	9.70E-05	Gut
638	Gut_Unclassified_Candidatus_Saccharibacteria	Piperidine	0.484962406	7.83E-06	Gut
639	Gut_Desulfovibrio	Piperidine	0.385761513	0.000530593	Gut
640	Gut_Mailhella	Piperidine	-0.397986211	0.000337756	Gut
641	Gut_Howardella	Piperidine	0.38748094	0.000498455	Gut
642	Gut_Gordonibacter	Piperidine	-0.379042011	0.000675157	Gut
643	Gut_Coraliomargarita	Piperidine	0.558142898	1.33E-07	Gut
644	Gut_Bifidobacterium	Piperidine	0.405925692	0.000249521	Gut
645	Gut_Gemmiger	Piperidine	0.490867625	5.83E-06	Gut
646	Gut_Lachnotalea	Piperidine	0.541169357	3.74E-07	Gut
647	Gut_Dielma	Piperidine	-0.514064882	1.74E-06	Gut
648	Gut_Coprobacillus	Piperidine	0.361390987	0.001241347	Gut
649	Gut_Mogibacterium	Piperidine	0.394053315	0.000391323	Gut
650	Gut_Fournierella	Piperidine	-0.590646196	1.56E-08	Gut
651	Gut_Unclassified_Christensenellaceae	Piperidine	0.422367107	0.000130071	Gut
652	Gut_Marvinbryantia	Piperidine	-0.334980809	0.002902188	Gut
653	Gut_Unclassified_Peptococcaceae_1	Piperidine	-0.404795236	0.000260634	Gut
1453	Oral_Unclassified_Pasteurellaceae	Piperidine	0.420441665	6.17E-05	Oral
1454	Oral_Citrobacter	Piperidine	0.506148652	7.74E-07	Oral
1455	Oral_Delftia	Piperidine	-0.333437561	0.001818468	Oral
1456	Oral_Unclassified_Peptostreptococcaceae	Piperidine	0.506471108	7.60E-07	Oral
1457	Oral_Alloscardovia	Piperidine	-0.319368377	0.002889325	Oral
1458	Oral_Aminipila	Piperidine	0.518020901	3.82E-07	Oral
1459	Oral_Unclassified_Streptophyta	Piperidine	0.491892182	1.74E-06	Oral
1460	Oral_Peptoanaerobacter	Piperidine	0.46664061	6.75E-06	Oral
1461	Oral_Brucella	Piperidine	-0.383480394	0.000291541	Oral
1462	Oral_Unclassified_Bacillaceae_1	Piperidine	0.463926441	7.75E-06	Oral
1463	Oral_Aminobacter	Piperidine	-0.331660796	0.001930282	Oral
1464	Oral_Unclassified_Flavobacteriaceae	Piperidine	-0.308014012	0.004133696	Oral
1465	Oral_Rhizobium	Piperidine	-0.343971077	0.001267415	Oral
1466	Oral_Acinetobacter	Piperidine	-0.388913318	0.000234662	Oral
1467	Oral_Herbaspirillum	Piperidine	0.455847722	1.16E-05	Oral
1468	Oral_Enterococcus	Piperidine	0.343065693	0.001308003	Oral
1469	Oral_Cryptobacterium	Piperidine	0.357410176	0.000785043	Oral
1470	Oral_Metamycoplasma	Piperidine	0.3072323	0.004234771	Oral
1471	Oral_Unclassified_Lactobacillales	Piperidine	-0.33405642	0.001780916	Oral
1472	Oral_Eggerthia	Piperidine	0.43386962	3.35E-05	Oral
1473	Oral_Streptobacillus	Piperidine	0.488171665	2.14E-06	Oral
1474	Oral_Fretibacterium	Piperidine	-0.415714362	7.60E-05	Oral
1475	Oral_Schwartzia	Piperidine	0.35162548	0.000967276	Oral
1870	Skin_Veillonella	Piperidine	-0.449367217	1.80E-05	Skin
1871	Skin_Streptococcus	Piperidine	0.376673079	0.000413124	Skin
1872	Skin_Leptotrichia	Piperidine	-0.341520705	0.001476008	Skin
1873	Skin_Unclassified_Candidatus_Saccharibacteria	Piperidine	-0.408626101	0.000113901	Skin
1874	Skin_Rothia	Piperidine	0.455016705	1.37E-05	Skin
1875	Skin_Unclassified_Carnobacteriaceae	Piperidine	0.386919105	0.000277201	Skin
1876	Skin_Unclassified_Selenomonadaceae	Piperidine	-0.312343385	0.003821639	Skin
1877	Skin_Unclassified_Bacteroidales	Piperidine	0.466986266	7.54E-06	Skin
1878	Skin_Gemella	Piperidine	-0.431203807	4.22E-05	Skin
1879	Skin_Peptostreptococcus	Piperidine	-0.378110762	0.000390936	Skin
1880	Skin_Gardnerella	Piperidine	0.540875473	1.09E-07	Skin
1881	Skin_Solobacterium	Piperidine	-0.329818416	0.002185761	Skin
1882	Skin_Actinomyces	Piperidine	0.402510884	0.000147245	Skin
1883	Skin_Faecalibacterium	Piperidine	0.411541966	0.000100599	Skin
1884	Skin_Roseburia	Piperidine	0.535097045	1.57E-07	Skin
1885	Skin_Mogibacterium	Piperidine	-0.336844876	0.001729846	Skin
1886	Skin_Citrobacter	Piperidine	-0.332936787	0.001971534	Skin
1887	Skin_Dialister	Piperidine	-0.423731902	5.91E-05	Skin
1888	Skin_Mediterraneibacter	Piperidine	-0.400540655	0.000159776	Skin
1889	Skin_Klebsiella	Piperidine	0.59696264	2.06E-09	Skin
1890	Skin_Gemmiger	Piperidine	0.436300864	3.34E-05	Skin
1891	Skin_Anaerostipes	Piperidine	-0.336593466	0.001744549	Skin
1892	Skin_Ruminococcus2	Piperidine	0.300853507	0.005422709	Skin
1893	Skin_Unclassified_Clostridia	Piperidine	0.304911941	0.00479968	Skin
1894	Skin_Alistipes	Piperidine	0.500673288	1.23E-06	Skin
1895	Skin_Methylobacterium	Piperidine	-0.353307448	0.000978632	Skin
1896	Skin_Lactococcus	Piperidine	0.540710742	1.10E-07	Skin
1897	Skin_Escherichia/Shigella	Piperidine	0.307362091	0.004455106	Skin
1898	Skin_Chryseobacterium	Piperidine	0.399291283	0.000168226	Skin
1899	Skin_Pelomonas	Piperidine	-0.338685836	0.001625544	Skin
1900	Skin_Xanthomonas	Piperidine	-0.32886504	0.002255314	Skin
1901	Skin_Paracoccus	Piperidine	0.327285613	0.002374929	Skin
1902	Skin_Unclassified_Prevotellaceae	Piperidine	-0.372523907	0.000483791	Skin
1903	Skin_Herbaspirillum	Piperidine	-0.406439202	0.000124926	Skin
1904	Skin_Ralstonia	Piperidine	-0.303838736	0.004957921	Skin
1905	Skin_Enterococcus	Piperidine	0.546537881	7.53E-08	Skin
1906	Skin_Neobacillus	Piperidine	-0.546950222	7.33E-08	Skin
1907	Skin_Cloacibacterium	Piperidine	-0.521821008	3.58E-07	Skin
1908	Skin_Winkia	Piperidine	-0.47830555	4.19E-06	Skin
1909	Skin_Unclassified_Proteobacteria	Piperidine	0.313416591	0.003696173	Skin
1910	Skin_Agrobacterium	Piperidine	0.376794573	0.000411205	Skin
1911	Skin_Stenotrophomonas	Piperidine	-0.446329857	2.09E-05	Skin
1912	Skin_Mobiluncus	Piperidine	-0.413743179	9.15E-05	Skin
1913	Skin_Clostridium_sensu_stricto	Piperidine	-0.435762052	3.43E-05	Skin
1914	Skin_Anoxybacillus	Piperidine	-0.372677662	0.000480986	Skin
1915	Skin_Unclassified_Gammaproteobacteria	Piperidine	0.361852596	0.000719283	Skin
1916	Skin_Facklamia	Piperidine	-0.416575967	8.10E-05	Skin
1917	Skin_Methylorubrum	Piperidine	0.409010833	0.000112057	Skin
1918	Skin_Pseudarthrobacter	Piperidine	-0.335952212	0.001782563	Skin
1919	Skin_Latilactobacillus	Piperidine	0.524066012	3.12E-07	Skin
1920	Skin_Unclassified_Clostridiales_Incertae_Sedis_XIII	Piperidine	-0.398657474	0.000172668	Skin
1921	Skin_Murdochiella	Piperidine	-0.493586044	1.84E-06	Skin
1922	Skin_Halomonas	Piperidine	0.509185528	7.57E-07	Skin
1923	Skin_Unclassified_Chitinophagaceae	Piperidine	-0.441026835	2.68E-05	Skin
1924	Skin_Sphingobacterium	Piperidine	-0.344094078	0.001351159	Skin
1925	Skin_Frederiksenia	Piperidine	-0.509096984	7.61E-07	Skin
1926	Skin_Unclassified_Micrococcaceae	Piperidine	-0.519056996	4.22E-07	Skin
1927	Skin_Brochothrix	Piperidine	-0.340509975	0.001527832	Skin
1928	Skin_Blastomonas	Piperidine	0.374184338	0.00045428	Skin
1929	Skin_Unclassified_Microbacteriaceae	Piperidine	0.512648135	6.18E-07	Skin
1930	Skin_Rheinheimera	Piperidine	0.437624975	3.14E-05	Skin
1931	Skin_Cellulomonas	Piperidine	-0.361621561	0.000725377	Skin
1932	Skin_Pedomicrobium	Piperidine	-0.505026881	9.63E-07	Skin
1933	Skin_Zea	Piperidine	-0.429727801	4.52E-05	Skin
1934	Skin_Marmoricola	Piperidine	0.422539347	6.23E-05	Skin
2539	Nasal_Phocaeicola	Piperidine	0.473617868	5.36E-06	Nasal
2540	Nasal_Moraxella	Piperidine	0.343537226	0.001377334	Nasal
2541	Nasal_Bacteroides	Piperidine	0.438538408	3.01E-05	Nasal
2542	Nasal_Alistipes	Piperidine	0.521297168	3.69E-07	Nasal
2543	Nasal_Unclassified_Lachnospiraceae	Piperidine	0.344885541	0.001314731	Nasal
2544	Nasal_Parabacteroides	Piperidine	0.430965181	4.27E-05	Nasal
2545	Nasal_Akkermansia	Piperidine	0.3280179	0.002318779	Nasal
2546	Nasal_Lachnospira	Piperidine	0.386194049	0.000285262	Nasal
2547	Nasal_Rothia	Piperidine	-0.412068442	9.84E-05	Nasal
2548	Nasal_Subdoligranulum	Piperidine	0.316524838	0.003353275	Nasal
2549	Nasal_Stenotrophomonas	Piperidine	-0.621389302	2.84E-10	Nasal
2550	Nasal_Roseburia	Piperidine	0.37785135	0.000394857	Nasal
2551	Nasal_Paraprevotella	Piperidine	0.353734471	0.000963884	Nasal
2552	Nasal_Unclassified_Clostridiales	Piperidine	-0.391722099	0.000228876	Nasal
2553	Nasal_Faecalibacillus	Piperidine	0.3418684	0.001458551	Nasal
2554	Nasal_Unclassified_Proteobacteria	Piperidine	-0.338677426	0.001626007	Nasal
2555	Nasal_Neisseria	Piperidine	-0.33319834	0.001954455	Nasal
2556	Nasal_Dorea	Piperidine	0.327167431	0.002384105	Nasal
2557	Nasal_Lautropia	Piperidine	-0.448136561	1.91E-05	Nasal
2558	Nasal_Methylobacterium	Piperidine	-0.422488724	6.25E-05	Nasal
2559	Nasal_Bacillus	Piperidine	0.3405201	0.001527305	Nasal
2560	Nasal_Citrobacter	Piperidine	0.523787828	3.17E-07	Nasal
2561	Nasal_Gemella	Piperidine	0.304626911	0.004841263	Nasal
2562	Nasal_Unclassified_Rhizobiales	Piperidine	0.632148588	1.12E-10	Nasal
2563	Nasal_Schaalia	Piperidine	-0.348964002	0.001140732	Nasal
2564	Nasal_Abiotrophia	Piperidine	-0.394139891	0.000207605	Nasal
2565	Nasal_Lactococcus	Piperidine	0.380682393	0.000353953	Nasal
2566	Nasal_Kingella	Piperidine	-0.364446334	0.000653999	Nasal
2567	Nasal_Massilia	Piperidine	-0.434050998	3.71E-05	Nasal
2568	Nasal_Ezakiella	Piperidine	-0.492786198	1.92E-06	Nasal
2569	Nasal_Chryseobacterium	Piperidine	-0.353560563	0.000969866	Nasal
2570	Nasal_Curtobacterium	Piperidine	-0.422063491	6.37E-05	Nasal
2571	Nasal_Alloprevotella	Piperidine	0.423594448	5.95E-05	Nasal
2572	Nasal_Solobacterium	Piperidine	0.376535148	0.000415312	Nasal
2573	Nasal_Fenollaria	Piperidine	-0.429798673	4.50E-05	Nasal
2574	Nasal_Dyadobacter	Piperidine	0.377972846	0.000393016	Nasal
2575	Nasal_Mycobacterium	Piperidine	-0.408626101	0.000113901	Nasal
2576	Nasal_Gordonia	Piperidine	-0.327479637	0.002359934	Nasal
2577	Nasal_Duganella	Piperidine	-0.344541303	0.001330464	Nasal
2578	Nasal_Bergeyella	Piperidine	-0.38311616	0.000321938	Nasal
2579	Nasal_Unclassified_Bacillariophyta	Piperidine	0.399364176	0.000167721	Nasal
2580	Nasal_Amaricoccus	Piperidine	0.363352874	0.000680832	Nasal
2581	Nasal_Aggregatibacter	Piperidine	-0.430122659	4.44E-05	Nasal
2582	Nasal_Treponema	Piperidine	-0.304953984	0.004793573	Nasal
2583	Nasal_Unclassified_Microbacteriaceae	Piperidine	-0.362470196	0.000703221	Nasal
2584	Nasal_Kineococcus	Piperidine	0.510342314	7.08E-07	Nasal
2585	Nasal_Lysobacter	Piperidine	-0.346788972	0.001230736	Nasal
2586	Nasal_Mesorhizobium	Piperidine	0.35820956	0.000821032	Nasal
2587	Nasal_Unclassified_Gp3	Piperidine	0.42713807	5.08E-05	Nasal
2588	Nasal_Solirubrobacter	Piperidine	0.381646156	0.000340941	Nasal
150	Gut_Massiliimalia	Piperine	-0.312371839	0.005678492	Gut
1187	Gut_Agathobacter	Plumbagin	0.397944161	0.000338291	Gut
1188	Gut_Blautia	Plumbagin	0.300173511	0.007992288	Gut
1189	Gut_Mediterraneibacter	Plumbagin	0.382643672	0.000593735	Gut
1190	Gut_Dorea	Plumbagin	0.368867974	0.000963089	Gut
1191	Gut_Anaerobutyricum	Plumbagin	0.392370787	0.00041653	Gut
1676	Oral_Dialister	Plumbagin	-0.364647254	0.000601258	Oral
1677	Oral_Arachnia	Plumbagin	-0.335862497	0.001675292	Oral
2923	Nasal_Bacteroides	Plumbagin	0.3038099	0.004962236	Nasal
2924	Nasal_Nakamurella	Plumbagin	0.350848951	0.001067608	Nasal
2925	Nasal_Treponema	Plumbagin	-0.32513238	0.002547181	Nasal
2926	Nasal_Ornithinimicrobium	Plumbagin	0.347224332	0.001212221	Nasal
741	Gut_Cuneatibacter	p-Octopamine	0.343262001	0.002240996	Gut
742	Gut_Harryflintia	p-Octopamine	-0.301647705	0.007674548	Gut
749	Gut_Parabacteroides	Pregabalin	-0.335480309	0.002857841	Gut
1524	Oral_Oribacterium	Pregabalin	0.378014462	0.000361323	Oral
1525	Oral_Catonella	Pregabalin	0.343111198	0.001305935	Oral
1526	Oral_Eubacterium	Pregabalin	0.336564393	0.001635794	Oral
2058	Skin_Methylorubrum	Pregabalin	0.320826162	0.002925677	Skin
2685	Nasal_Comamonas	Pregabalin	0.382962352	0.00032388	Nasal
2686	Nasal_Unclassified_Chitinophagaceae	Pregabalin	0.326082444	0.002469842	Nasal
705	Gut_Unclassified_Clostridiales_Incertae_Sedis_XIII	Proline	0.327225406	0.003674254	Gut
1505	Oral_Anaeroglobus	Proline	-0.318713693	0.002950711	Oral
2028	Skin_Eubacterium	Proline	-0.30141896	0.005331815	Skin
753	Gut_Holdemania	Proline betaine	-0.353777801	0.001597545	Gut
1530	Oral_Veillonella	Proline betaine	0.301680672	0.005018158	Oral
1531	Oral_Unclassified_Clostridia	Proline betaine	-0.335500955	0.001695972	Oral
2060	Skin_Aggregatibacter	Proline betaine	-0.310843373	0.004003364	Skin
